Identifiant,Titre,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Cafetiere,Cles remises par l'hote,Couloir large,Cuisiniere,Depot des bagages autorise,Draps,Eau chaude,Entree large,Entree privee,Equipements de baes,Four,Lave-vaisselle,Lit-parapluie,Livres et jouets pour enfants,Oreillers et couvertures supplementaires,Refrigerateur,Sejour longue duree autorise,Ustensiles de cuisine de base,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible,id,prefixe,code,created,updated
"26393986",Maison proche centre ville d'Aix,90,Aix-en-Provence,13,,3,Logement entier,4,1,2,2,,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000PT,"000",PT,2014/11/25,2018/12/06
"26802860",Appartement Aixois dans Bastide du 17eme,140,Aix-en-Provence,13,,3,Logement entier,4,1,1,1,,X,,X,,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000IS,"000",IS,2000/01/12,2018/12/06
"29507063",DuplAix poss Parking wifi 2 lits 4 pers proche cv,63,Aix-en-Provence,13,,3,Logement entier,4,1,1,2,,X,,X,,X,X,X,X,X,X,X,X,,,X,,,,,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000PT,"000",PT,2014/11/25,2018/12/06
"30171342",Chambre spacieuse toutes commodites !,50,Aix-en-Provence,13,,2,Chambre privee,4,1,1,1,,X,,X,,X,X,X,X,X,X,X,X,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000PM,"000",PM,2000/02/15,2018/12/06
"30178702",Chambre chez l'habitant Aix petit-dejeuner inclus,30,Aix-en-Provence,13,,3,Logement entier,1,1,1,1,,X,,X,,X,X,X,X,,X,X,,X,,,,,,X,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000PL,"000",PL,2000/02/15,2018/12/06
"32010772",T1 a 5min du centre calme avec terrasse et parking,30,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000PT,"000",PT,2014/11/25,2018/12/06
"23740915",3 rooms appartement with parking and view,63,Aix-en-Provence,13,,3,Logement entier,6,1,2,3,,X,,X,,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,4,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"24015114",Maison lumineuse et tres calme avec vue sur parc,70,Aix-en-Provence,13,,3,Logement entier,6,2,3,3,,X,,X,,X,X,X,X,,X,X,X,,,X,,,,,X,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"24051149",Charmant duplex lumineux et sa terrasse plein sud,47,Aix-en-Provence,13,,3,Logement entier,6,1,1,3,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"26000939",Villa piscine Aix-en-Provence,215,Aix-en-Provence,13,,3,Logement entier,6,1,3,3,,X,,X,,X,X,X,X,X,X,X,,,X,X,,,,,X,,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"26855886",Large Apartment with View Near Heart of Aix!!,90,Aix-en-Provence,13,,3,Logement entier,6,1,2,3,,X,,X,,X,X,X,X,,X,X,,X,X,X,,,,X,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"28649876",Maison dans residence calme,100,Aix-en-Provence,13,,3,Logement entier,6,2,3,3,,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"29115080",Ambiance cosy et healthy,99,Aix-en-Provence,13,,3,Logement entier,1,1,1,1,,X,,X,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"29121173",Aix appartement cosy,99,Aix-en-Provence,13,,3,Logement entier,2,1,1,2,,X,,X,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"31140014",Grand appartement Aix en Provence 6 couchages.,40,Aix-en-Provence,13,,2,Chambre privee,6,1,2,3,,X,,X,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000CP,"000",CP,1999/12/14,2018/12/06
"31147764",Chambre 3 couchages Aix en Provence,19,Aix-en-Provence,13,,2,Chambre privee,3,1,1,2,,X,,X,,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"31148154",Chambre King Size Aix en Provence,18,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000CR,"000",CR,2002/10/24,2018/12/06
"32056373",Chambre de charme,57,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000LY,"000",LY,2003/01/07,2018/12/06
"30502036",Charming studio downtown-centre ville Aix,32,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AN,"000",AN,1999/12/01,2018/12/06
"24433984",Superbe studio lumineux sous les toits,59,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"24540333",Studio tout equipe au centre d'Aix,30,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"24548784",appartement avec terrasse,150,Aix-en-Provence,13,,3,Logement entier,10,1,3,3,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,,,,,X,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000CV,"000",CV,2001/04/20,2019/12/19
"24683406",L'appartement des Thermes,40,Aix-en-Provence,13,,3,Logement entier,3,1,1,1,,X,,X,,X,X,X,X,,,X,,,X,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"24775535",Studio in the historic center,28,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"25060810",Charmant studio Aix-en-Provence,25,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,X,,X,,,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AW,"000",AW,1999/12/02,2018/12/06
"25567309",CHARMING STUDIO IN AIX-EN-PROVENCE FOR 2 PEOPLE,30,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"25734415",NEW STUDIO FULL CITY CENTER,55,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,X,,X,,,,X,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"25876918",APPARTEMENT CENTRE HISTORIQUE DERNIER Ã‰TAGE,45,Aix-en-Provence,13,,3,Logement entier,4,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"25877058",GRAND DUPLEX CENTRE HISTORIQUE DERNIER Ã‰TAGE,100,Aix-en-Provence,13,,3,Logement entier,8,2,3,4,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"26250530",APPARTEMENT CENTRE HISTORIQUE D'AIX-EN-PROVENCE,30,Aix-en-Provence,13,,3,Logement entier,4,1,1,1,,X,,X,,X,X,X,X,,,X,X,,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"28025417",Chambre Privee double Aix en Pce + parking prive,22,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"29599875",Grand appartement spacieux et lumineux,80,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,X,X,,X,X,X,,,,X,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000CV,"000",CV,2001/04/20,2019/12/19
"31343843",Appartement T1 Aix centre,25,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000CT,"000",CT,1999/12/14,2018/12/06
"31526742",GRAND APPARTEMENT HYPERCENTRE JARDIN 2CHBRES 3SDB,150,Aix-en-Provence,13,,3,Logement entier,4,3,2,3,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"31826884",Charmant appartement de 110M2,150,Aix-en-Provence,13,,3,Logement entier,4,2,3,3,,X,,X,,X,X,X,X,X,X,X,,X,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AV,"000",AV,1999/12/02,2018/12/06
"31843132",Ravissant T2 en plein coeur d'Aix,40,Aix-en-Provence,13,,3,Logement entier,4,1,1,1,,X,,X,,X,X,X,X,,,X,,X,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,5,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"22509330",Appartement centre ville dans parc ombrage,80,Aix-en-Provence,13,,3,Logement entier,5,2,3,4,,X,,X,,X,X,X,X,,X,X,,,X,X,X,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"24263762",Residence l'atelier appartement n* 5,55,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000CS,"000",CS,2002/10/24,2018/12/06
"24851395",Studio Aix en Provence 5 min Rotonde a pied,45,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,,,,,X,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CN,"000",CN,1999/12/14,2018/12/06
"25798584",Design City House in the center with Pool,600,Aix-en-Provence,13,,3,Logement entier,8,4,4,4,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000CS,"000",CS,2002/10/24,2018/12/06
"26944884",Beau T2 centre ville avec parking prive,71,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,4,,,"1",13001000CN,"000",CN,1999/12/14,2018/12/06
"27147063",CLEAN AND EQUIPPED STUDIO CLOSE TO THE DOWNTOWN OF AIX-EN-PROVENCE (414),30,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,X,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"27155854",COMFORTABLE STUDIO IN AIX-EN-PROVENCE (413),30,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,X,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"29602947",Studio lumineux a Aix  avec possiblite de parking,37,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,X,,X,,,,X,,,,X,,,,,,X,,X,X,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"30596482",BEL APPART 2CHBRES CLIM PARKING QUARTIER ROTONDE,115,Aix-en-Provence,13,,3,Logement entier,4,1,2,3,,X,,X,,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"30981853",Jolie chambre a deux pas des allees provencales,24,Aix-en-Provence,13,,2,Chambre privee,2,1,1,2,,X,,X,,X,X,X,X,,X,X,,X,X,X,,,,X,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CN,"000",CN,1999/12/14,2018/12/06
"31236485",Chambre a deux pas des allees provencales,22,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000CN,"000",CN,1999/12/14,2018/12/06
"22853369",studio  face a la gare routiere+parking,50,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,X,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"23693161",Studio renove centre ville,36,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,X,,X,,,,,,,,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"24026352",Studio climatise avec terrasse,52,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"24151746",Cosy and functional apartment in the center of Aix,47,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,X,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"24535594",Calm duplex in the historical center of Aix,53,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,X,,,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"25509292",Center of Aix - charmful 1 bedroom aptmt,79,Aix-en-Provence,13,,3,Logement entier,4,1,1,3,,X,,X,,X,X,X,X,,,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"26375191",STUDIO VAN LOO,54,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"26803652",Lumineux et spacieux proche Rotonde - avec parking,40,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,X,X,X,,,,X,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"26918232",Top location city center APT- provence  vacation,99,Aix-en-Provence,13,,3,Logement entier,4,1,1,2,,X,,X,,X,X,X,X,,,X,X,,,X,,,,,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"27153655",T3 80m² proche du centre-ville+parking,70,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,,,,,X,,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"27174164",STUDIO CLOSE TO THE CENTER OF AIX-EN-PROVENCE FOR 2 PEOPLE (406),30,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,X,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"27953816",Tres beau t2 avec terrasse ( le Ravaisou),69,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,X,,X,,,,,,,,X,,,,,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AO,"000",AO,1999/12/02,2018/12/06
"29567320",Studio lumineux  avec possibilite de parking next,39,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"29599190",Studio lumineux  avec possibilite de  parking,39,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,X,X,,,,X,,,,X,,,,,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"31576142",Studio plein centre Aix en Provence,35,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AP,"000",AP,1999/12/02,2018/12/06
"28299861",Aix en Pce - centre historique : logement 44 m2,65,Aix-en-Provence,13,,3,Logement entier,6,1,2,3,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"29296247",Near It All Apartment a¤ Terrace,53,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AM,"000",AM,1999/12/01,2018/12/06
"29793222",charmant studio en plein coeur du centre d'Aix,45,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,X,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AB,"000",AB,1999/11/30,2018/12/06
"30232617",Superbe T2 a l'ancienne - Typiquement provencal,38,Aix-en-Provence,13,,3,Logement entier,3,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AS,"000",AS,1999/12/02,2018/12/06
"30932289",NEW Cosy Apartment in Historic Center | Netflix,35,Aix-en-Provence,13,,3,Logement entier,4,1,1,2,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"31439073",STUDIO AIX HISTO_THERMES,35,Aix-en-Provence,13,,3,Logement entier,4,1,1,1,,X,,X,,X,X,X,X,,,X,,,,X,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AR,"000",AR,1999/12/02,2018/12/06
"18055275",Les Saules - piscine et jardin - Aix en provence,130,Aix-en-Provence,13,Villa,3,Logement entier,6,2,3,4,,X,,X,X,X,X,X,X,,X,X,,,X,X,,,,,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,Strictes,"1",13001000LX,"000",LX,2014/11/25,2018/12/06
"18517711",Bel appartement cosy et calme avec jardin prive,100,Aix-en-Provence,13,Appartement,3,Logement entier,4,2,2,2,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,7,,Flexibles,"1",13001000PS,"000",PS,2000/02/15,2018/12/06
"19330081",Villa de 130m2 avec piscine a Aix-en-Provence,120,Aix-en-Provence,13,Maison,3,Logement entier,6,2,4,4,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,X,,,X,,,,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,5,,Strictes,"1",13001000PT,"000",PT,2014/11/25,2018/12/06
"19887184",La petite Galicette,60,Aix-en-Provence,13,Bungalow,3,Logement entier,4,1,1,4,,X,,X,X,X,X,X,X,,X,X,,X,X,,X,,,,,,,X,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,7,,Flexibles,"1",13001000LW,"000",LW,2000/02/08,2018/12/06
"20257997",Chambre,25,Aix-en-Provence,13,Appartement,2,Chambre privee,1,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,Some pet(s),Flexibles,"1",13001000PS,"000",PS,2000/02/15,2018/12/06
"20258345",Chambre,25,Aix-en-Provence,13,Appartement,2,Chambre privee,1,1,1,1,Vrai lit,X,,X,X,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,Some pet(s),Flexibles,"1",13001000PS,"000",PS,2000/02/15,2018/12/06
"20717711",Chambre chez l'habitant,40,Aix-en-Provence,13,Autre,2,Chambre privee,1,1,1,1,,X,,X,X,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,Flexibles,"1",13001000PS,"000",PS,2000/02/15,2018/12/06
"23558488",La chambre moliere,50,Aix-en-Provence,13,,2,Chambre privee,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,X,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000IS,"000",IS,2000/01/12,2018/12/06
"24109496",Appart 2 etg dans bastide av piscine a 5 min d Aix,130,Aix-en-Provence,13,,3,Logement entier,4,1,2,3,,X,,X,,X,X,X,X,,X,X,,,,,,,,,,,,X,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000IP,"000",IP,2000/01/12,2018/12/06
"24148703",Guest House La petite Souque,130,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,X,X,,,,,,,,,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000LW,"000",LW,2000/02/08,2018/12/06
"24447833",Jolie maison a Aix en Provence,100,Aix-en-Provence,13,,3,Logement entier,6,1,3,3,,X,,X,,X,X,X,X,,X,X,,,X,X,X,,,,,,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,7,,,"1",13001000PT,"000",PT,2014/11/25,2018/12/06
"24720859",Provencal House Swimming Pool,153,Aix-en-Provence,13,,3,Logement entier,8,2,4,5,,X,,X,,X,X,X,X,X,X,X,,,,X,,,,,,,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"1",13001000LX,"000",LX,2014/11/25,2018/12/06
"25286145",Villa Les Granettes,272,Aix-en-Provence,13,,2,Chambre privee,8,4,4,5,,X,,X,,X,X,X,X,,X,X,,,,X,,,,,X,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,6,,,"1",13001000LW,"000",LW,2000/02/08,2018/12/06
"31547242",Jolie petite chambre,20,Aix-en-Provence,13,,2,Chambre privee,1,1,1,1,,X,,X,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,2,,,"1",13001000DB,"000",DB,1999/12/15,2018/12/06
"32104147",Studio calme en centre d'Aix-en-Provence,26,Aix-en-Provence,13,,3,Logement entier,2,1,1,1,,X,,X,,X,X,X,X,,,X,,,X,,,,,,,,,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"1",13001000AW,"000",AW,1999/12/02,2018/12/06
"25249567",Villa avec piscine aux portes d'Aix-en-Provence,395,Aix-en-Provence,13,,3,Logement entier,8,2,4,4,,X,,X,,X,X,X,X,X,X,X,X,X,,X,,,,,,,,X,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,5,,,"1",,,,,
