Identifiant,Titre,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Cafetiere,Cles remises par l'hote,Couloir large,Cuisiniere,Depot des bagages autorise,Draps,Eau chaude,Entree large,Entree privee,Equipements de baes,Four,Lave-vaisselle,Lit-parapluie,Livres et jouets pour enfants,Oreillers et couvertures supplementaires,Refrigerateur,Sejour longue duree autorise,Ustensiles de cuisine de base,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible,id,prefixe,code,created,updated
"11774670",Studio lumineux en centre ville,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,,X,X,X,X,,X,,,,,X,,X,,X,,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"11786371",Duplex avec jardin et parking a Aix en Provence,80,AIX EN PROVENCE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000EX,"000",EX,2000/01/07,2018/12/06
"11788988",Forum des Cardeurs,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"11809270",Magnifique Maison de Charme,450,AIX EN PROVENCE,13,Maison,3,Logement entier,5,3,2,0,,X,X,X,X,,X,X,X,X,X,X,X,,,X,,,,,,,,X,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000EI,"000",EI,2000/05/24,2018/12/06
"11815000",APPART LUMINEUX VIEILLE VILLE CLIM,90,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,X,X,X,,X,,,,X,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"11832692",Gite climatise avec piscine a 15 minutes d'Aix,99,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,,X,X,,,,X,X,,,,,,,X,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",,,,,
"11837742",Villa avec beau jardin a 3km du CV,110,AIX EN PROVENCE,13,Maison,3,Logement entier,4,2,2,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,X,,,,,X,,,,,,,,,,,,,,,,,,,6,,,"0",13001000RT,"000",RT,2018/12/04,2018/12/06
"11839606",La Maison de Marie Handicape Centre ville Parking,65,AIX EN PROVENCE,13,Maison de ville,2,Chambre privee,1,1,1,0,Vrai lit,,,,,,X,,,,X,X,,X,,,,,X,,,X,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,Chat(s),,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"11905029",Duplex avec terrasse proche mairie,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,2,2,0,,X,X,X,X,,X,,X,X,,X,,,X,X,,,,,,X,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"11921995",L'Oliveraie,140,AIX EN PROVENCE,13,Appartement,3,Logement entier,5,1,2,0,,X,X,X,X,,X,X,X,,X,X,,,,X,,,X,X,,X,,X,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BM,"000",BM,1999/12/06,2018/12/06
"11944094",Studio mezzanine,39,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AR,"000",AR,1999/12/02,2018/12/06
"11967024",Chambre dans Appartement jardin Aix,50,AIX EN PROVENCE,13,Appartement en residence,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,,,X,,X,,,,,X,,,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"11968545",Appartement a 5 minutes du centre,99,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,X,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BP,"000",BP,1999/12/06,2018/12/06
"11985016",Studio calme,33,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,X,X,,X,,X,,X,X,,,X,,,,,,,X,,,,,X,X,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000PT,"000",PT,2014/11/25,2018/12/06
"12012995",Appartement confortable cordeliers,108,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,X,,X,,,,,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"12035237",Appartement Aix en Provence,72,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,,X,X,,X,,,,X,,,,,X,,,,,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000DC,"000",DC,2000/02/15,2018/12/06
"12037872",Calme et lumineux au cœur d'Aix,48,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,X,X,X,,X,,,,,X,,,,X,,,,,,X,,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AD,"000",AD,2000/05/23,2018/12/06
"12044942",RESIDENCE LA MUSARDIERE,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,X,X,,X,,,,X,X,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"12047990",Chambre privee  Centre ville,35,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,X,,X,,X,X,,,,,X,,X,,,,,,X,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"12059099",Petite caravane vintage,50,AIX EN PROVENCE,13,Camping-car/caravane,2,Chambre privee,2,0,1,0,Vrai lit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000RW,"000",RW,2018/12/04,2018/12/06
"12061401",Studio 38m² avec PISCINE,51,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,,,,X,X,,,X,,,,,,,,,X,,,X,X,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,2,Chien(s),,"0",,,,,
"12083699",Beautiful airy modern apartment,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,X,,X,,X,,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BK,"000",BK,1999/12/06,2018/12/06
"12089556",APPART 2 CHAMBRES PARKING  WIFI,120,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,,X,X,,,,X,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000BM,"000",BM,1999/12/06,2018/12/06
"12089985",Studio 27m2 calme et lumineux,30,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,,X,,X,,X,,X,X,,,X,,,,,,,X,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BV,"000",BV,1999/12/10,2018/12/06
"12102290",BRASSENS,54,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,Vrai lit,X,,X,X,,X,,X,,X,X,X,,,X,,,,X,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"12102424",Petite maisonnette dans la verdure,40,AIX EN PROVENCE,13,Autre,3,Logement entier,2,1,0,0,Canape convertible,X,,X,X,,X,,,,X,X,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000MA,"000",MA,2000/02/08,2018/12/06
"12103429",Une jolie maison a proximite d'Aix,300,AIX EN PROVENCE,13,Maison,3,Logement entier,6,2,3,0,,X,X,X,,,X,,X,,X,,,,,,,,,,X,X,,X,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000LZ,"000",LZ,2003/01/07,2018/12/06
"12126855",Appartement de 85 m2 avec terrasse,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,,,X,,X,,X,,X,,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",,,,,
"12141029",WIMBLEDON,290,AIX EN PROVENCE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,,,X,,X,,X,,X,X,,,,X,,,,,,,,X,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000KT,"000",KT,2000/01/24,2018/12/06
"12143059",T3 proximite centre ville,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,6,1,2,0,,X,,X,,,,,X,,X,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CX,"000",CX,2002/12/16,2018/12/06
"12151970",Appartement centre historique Aix,42,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,0,0,,X,X,X,X,,X,,X,,,X,,,,,,,,,,,,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AD,"000",AD,2000/05/23,2018/12/06
"12173053",centre Aixois,35,AIX EN PROVENCE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,X,,,,X,,,X,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",,,,,
"12199164",Belle maison 240m2 plein sud,360,AIX EN PROVENCE,13,Maison,3,Logement entier,9,3,5,0,,X,,,,,,,X,X,X,X,X,,,X,,,X,,,X,X,X,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000EA,"000",EA,1999/12/17,2018/12/06
"12203564",Jolie maison en centre ville jardin,190,AIX EN PROVENCE,13,Maison,3,Logement entier,6,1,3,0,,X,X,X,X,,X,,X,X,X,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AW,"000",AW,1999/12/02,2018/12/06
"12213508",Maison de maitre en centre ville,1000,AIX EN PROVENCE,13,Maison,3,Logement entier,8,4,4,0,,X,X,X,X,,X,,X,,X,X,,,,X,X,,,,X,,,X,,X,X,X,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,1,,,"0",13001000BY,"000",BY,1999/12/10,2018/12/06
"12226626",T2 charme atypique et calme,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000HW,"000",HW,2000/01/11,2018/12/06
"12226975",AIX EN PROVENCE - STUDIO CENTRE VILLE,38,AIX EN PROVENCE,13,Appartement en residence,3,Logement entier,2,1,0,0,Canape convertible,X,,X,X,,X,,,,,X,,,,X,,,,X,,,,,,,X,X,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AN,"000",AN,1999/12/01,2018/12/06
"12229532",Aix en Pce,39,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,,X,X,,,,X,,,X,X,,X,,,,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000KP,"000",KP,2000/01/24,2018/12/06
"12235793",Luxurious T2 Apartment with parking,50,AIX EN PROVENCE,13,Maison,3,Logement entier,4,15,2,0,,X,X,X,X,,X,,X,,X,X,X,,,X,,,,,,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AY,"000",AY,1999/12/17,2018/12/06
"12258962",Spacieux 80m2 moderne hyper centre,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,,,X,,X,,,X,,,,,,,,,,,,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,6,,,"0",13001000AO,"000",AO,1999/12/02,2018/12/06
"12279799",APPART HYPERCENTRE 1/4pers wifi,150,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,X,X,,X,X,,,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AD,"000",AD,2000/05/23,2018/12/06
"12302514",villa de 160 m² avec piscine,180,AIX EN PROVENCE,13,Maison,3,Logement entier,6,2,4,0,,X,X,X,X,,X,,X,,X,X,,X,,X,X,,,,X,X,,X,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000OW,"000",OW,2000/02/21,2018/12/06
"12332556",Maison et jardin a 5 mn du centre,100,AIX EN PROVENCE,13,Maison,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,,X,X,,,X,X,X,,,,X,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,7,Chat(s) et Autres animaux,,"0",13001000DB,"000",DB,1999/12/15,2018/12/06
"12333559",Appart T2 spacieux et cozy+jardin,100,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,,X,,X,,,,X,X,,,,X,,,,,,,,,,,X,,,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,2,,,"0",13001000DH,"000",DH,1999/12/16,2018/12/06
"12335524",Bel appartement centre historique,48,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,,,,,,X,,X,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"12349695",Charmant Studio- Hyper Centre,49,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,,X,,,X,,,,,,,,,,X,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12350543",suite de charme pour 2/3 personnes,130,AIX EN PROVENCE,13,Bed & Breakfast,3,Logement entier,3,1,1,0,,X,,X,X,,X,X,X,,X,,,X,,X,,,,,,,,X,,,X,X,,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,1,,,"0",13001000MA,"000",MA,2000/02/08,2018/12/06
"12357466",Beau T2 40m2 avec terrasse + jardin,43,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,,,X,,X,,X,X,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",,,,,
"12377604",Bastide contemporaine 10 min centre,500,AIX EN PROVENCE,13,Maison,3,Logement entier,8,3,4,0,,X,X,X,,,,,X,X,X,X,X,,X,X,,,,,,X,,X,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000MS,"000",MS,2018/03/15,2018/03/15
"10736141",Studio agreable idealement situe,32,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,X,X,,X,,,,X,X,X,,,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000HZ,"000",HZ,2002/02/12,2018/12/06
"11539051",Une chambre en appartement +parking,89,AIX EN PROVENCE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000CV,"000",CV,2001/04/20,2019/12/19
"12398454",Joli Studio 35m2 Centre Historique,45,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,X,X,X,,X,,X,,,X,,,,,,,,,,X,,,,,X,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"12420479",Jolie Maison coeur de la provence,99,AIX EN PROVENCE,13,Maison,3,Logement entier,4,2,2,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000SP,"000",SP,2018/12/04,2018/12/07
"12436198",Maison de ville hypercentre wifi,120,AIX EN PROVENCE,13,Maison,3,Logement entier,7,1,3,0,,X,X,X,X,,X,,,,,X,X,,,X,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
"12444523",Studio en plein centre ville,24,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,10,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12445502",Luxury 18th appt Heart of Aix 7pers,141,AIX EN PROVENCE,13,Appartement,3,Logement entier,7,25,4,0,,X,X,X,,,X,X,X,X,,,,,,X,,,,,X,X,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12466841",Studio lumineux avec parking a 5mn du centre ville,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,,X,,X,,X,,X,X,,,,X,,,,X,,X,,,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000CH,"000",CH,1999/12/13,2018/12/06
"12482359",Chambre et salle de bain privees,80,AIX EN PROVENCE,13,Maison,2,Chambre privee,2,1,1,0,Vrai lit,,,,X,,X,,,,,X,,X,,,,,,,,,,X,,,X,X,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,1,Chien(s) et Chat(s),,"0",13001000AW,"000",AW,1999/12/02,2018/12/06
"12485711",Beau studio lumineux au coeur d'Aix,25,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,,X,,,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",,,,,
"12486929",T1 neuf centre ville historique,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,X,X,,X,,X,,,X,,,X,X,X,,,,X,X,,,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12516021",Bel appartement T3 style loft,46,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,X,X,X,,,X,X,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000BD,"000",BD,1999/12/03,2018/12/06
"12595714",Esprit Provence Nature,100,AIX EN PROVENCE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,X,X,,X,X,,,X,,,,,,,,,X,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,2,,,"0",,,,,
"12596321",Aix les Milles,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,,,X,,X,,,,,,,,,,,X,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000IV,"000",IV,2000/01/12,2018/12/06
"12597638",Au coeur du centre historique,42,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,,,X,,,,,X,,,,X,,,,,,X,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"12598390",Studio T1/T2 JUIN/JUILLET/AOUT 2016,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,X,,,,X,X,X,,,,,,,X,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AP,"000",AP,1999/12/02,2018/12/06
"12620054",Studio independant proche centre,55,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AI,"000",AI,1999/12/01,2018/12/06
"12640621",Appartement assez calme,150,AIX EN PROVENCE,13,Appartement,3,Logement entier,5,1,2,0,,X,,X,,,X,X,X,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000PR,"000",PR,2000/02/15,2018/12/06
"12644616",Appt coeur Aix en Pce calme,70,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"12647628",Studio tout confort au cœur d'Aix,38,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BL,"000",BL,1999/12/06,2018/12/06
"12661591",LE LOFT,400,AIX EN PROVENCE,13,Appartement,3,Logement entier,8,3,4,0,,X,X,X,,,X,X,X,X,,X,X,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AN,"000",AN,1999/12/01,2018/12/06
"12663447",Accueillante villa provencale,310,AIX EN PROVENCE,13,Maison,3,Logement entier,8,2,4,0,,X,X,X,,,,,,X,X,X,,,,X,,,,,,,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000RX,"000",RX,2018/12/04,2018/12/06
"12704213",Beau studio plein centre historique,56,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape,X,X,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AM,"000",AM,1999/12/01,2018/12/06
"12729541",Studio spacieux centre historique,25,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Canape convertible,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AC,"000",AC,1999/11/30,2018/12/06
"12808347",Grand studio en centre ville,33,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,,,X,,,,,X,,,,,,,,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AD,"000",AD,2000/05/23,2018/12/06
"12819670",Studio au coeur du centre ville,46,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,,X,,X,,,,,,,,,X,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AS,"000",AS,1999/12/02,2018/12/06
"12823332",quartier Mazarin vue jardin calme,85,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AK,"000",AK,1999/12/01,2018/12/06
"12831519",Magnifique appartement terrasse,146,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,X,X,X,,,,,X,,X,X,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000AN,"000",AN,1999/12/01,2018/12/06
"12927773",Villa-Piscine Puyricard ideale pour vos vacances !,271,AIX EN PROVENCE,13,Villa,3,Logement entier,6,2,3,0,,X,X,X,X,,X,X,X,,X,X,,,X,X,,,X,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,7,,,"0",13001000NS,"000",NS,2000/02/16,2018/12/06
"12929316",Appartement Aix-en-Provence - Proche centre,40,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,X,X,,X,,,,X,X,,,,X,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000BZ,"000",BZ,1999/12/10,2018/12/06
"12953667",Petit Chez-Soi au Centre Historique,35,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,X,,X,,X,,X,,,X,,X,,,,,,,,X,,,,,X,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12957547",Bright garden A/C terrasse 5 minutes old town,80,AIX EN PROVENCE,13,Appartement,3,Logement entier,2,1,1,0,,X,,X,,,X,X,X,X,X,X,,,,,,,,X,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000MD,"000",MD,2000/02/09,2018/12/06
"12959796",Maisonnette a Aix-en-Provence,80,AIX EN PROVENCE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,X,,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,3,,,"0",13001000BD,"000",BD,1999/12/03,2018/12/06
"12963826",Appartement T2 avec terrasse,45,AIX EN PROVENCE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,X,X,,,X,,,X,,,,,,,X,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,5,,,"0",13001000AE,"000",AE,1999/12/01,2018/12/06
"12966590",Charmant studio Cours Mirabeau,50,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,X,X,X,,X,,,,,X,,,,X,,,,,,,,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,2,,,"0",13001000AB,"000",AB,1999/11/30,2018/12/06
"12966869",Location Vacances,25,AIX EN PROVENCE,13,Appartement,3,Logement entier,3,1,0,0,,X,,X,X,,X,,,,,X,,,,X,,,,,,X,,,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,1,,,"0",13001000AT,"000",AT,1999/12/02,2018/12/06
